source,anon_id,views2,pv_op,pv_cv,interpret
2_A_Mar23_anon.csv,266622,0,9,13,2.5
2_A_Mar23_anon.csv,684227,2,5,18,2.5
2_A_Mar23_anon.csv,687940,0,5,11.5,2.5
2_A_Mar23_anon.csv,666059,0,9,18,2.5
2_A_Mar23_anon.csv,693045,0,10,18,1.25
2_A_Mar23_anon.csv,819274,3,9,17,2.5
2_A_Mar23_anon.csv,720723,0,9,12.5,2.5
2_A_Mar23_anon.csv,780541,3,9,18,3.75
2_A_Mar23_anon.csv,238823,3,10,18,2.5
2_A_Mar23_anon.csv,957708,2,3,11.5,2.5
2_A_Mar23_anon.csv,307053,0,10,17,1.25
2_A_Mar23_anon.csv,189428,3,10,11,2.5
2_A_Mar23_anon.csv,687838,2,5,16,2.5
2_A_Mar23_anon.csv,553565,1,10,20,2.5
2_A_Mar23_anon.csv,962814,3,4,16.5,2.5
2_A_Mar23_anon.csv,866180,0,8,20,0
2_A_Mar23_anon.csv,517181,7,8,20,3.75
2_A_Mar23_anon.csv,107302,0,10,11,0
2_A_Mar23_anon.csv,980134,8,10,16,2.5
2_A_Mar23_anon.csv,215621,3,6,14,1.25
2_A_Mar23_anon.csv,135727,7,8,15,2.5
2_A_Mar23_anon.csv,927645,1,8,18.5,0
2_A_Mar23_anon.csv,266782,2,7,20,5
2_A_Mar23_anon.csv,130380,3,5,20,1.25
2_A_Mar23_anon.csv,620808,2,8,15,2.5
2_A_Mar23_anon.csv,190892,1,3,9,1.25
2_A_Mar23_anon.csv,167773,2,8,16,3.75
2_A_Mar23_anon.csv,431825,12,9,18,2.5
2_A_Mar23_anon.csv,485565,0,8,17.5,3.75
2_A_Mar23_anon.csv,689023,6,6.5,20,2.5
2_A_Mar23_anon.csv,887391,2,2,11,2.5
2_A_Mar23_anon.csv,700441,0,8,6.5,3.75
2_A_Mar23_anon.csv,623912,5,8,12.5,2.5
2_A_Mar23_anon.csv,128513,0,3,18,2.5
2_A_Mar23_anon.csv,323214,10,9,18,3.75
2_A_Mar23_anon.csv,176796,7,9,17.5,3.75
2_A_Mar23_anon.csv,685171,1,0,2.5,0
2_A_Mar23_anon.csv,863598,9,2,12.5,1.25
2_A_Mar23_anon.csv,783300,3,10,13,3.75
2_A_Mar23_anon.csv,338073,4,3.5,20,0
2_A_Mar23_anon.csv,877109,8,9,16,3.75
2_A_Mar23_anon.csv,768234,5,5,18,3.75
2_A_Mar23_anon.csv,687844,1,7,12.5,3.75
2_A_Mar23_anon.csv,141625,0,10,20,0
2_A_Mar23_anon.csv,928498,1,5.5,8,3.75
2_A_Mar23_anon.csv,690036,9,10,12,1.25
2_A_Mar23_anon.csv,652357,0,8,20,2.5
2_A_Mar23_anon.csv,671655,2,6,13,2.5
2_A_Mar23_anon.csv,929062,3,10,18,2.5
2_A_Mar23_anon.csv,755204,3,5.5,12,3.75
2_A_Mar23_anon.csv,652942,4,4.5,16,2.5
2_A_Mar23_anon.csv,751500,3,9,20,0
2_A_Mar23_anon.csv,288842,6,9,18,2.5
2_A_Mar23_anon.csv,298429,20,4,10.5,1.25
2_A_Mar23_anon.csv,149203,2,4,19,2.5
2_A_Mar23_anon.csv,840463,12,5.5,16,1.25
2_A_Mar23_anon.csv,829820,6,1.5,20,2.5
2_A_Mar23_anon.csv,868090,0,5,20,2.5
2_A_Mar23_anon.csv,221958,0,3,20,2.5
2_A_Mar23_anon.csv,756469,0,6,18,2.5
2_A_Mar23_anon.csv,392584,2,10,15,3.75
2_A_Mar23_anon.csv,190818,3,4.5,15,2.5
2_A_Mar23_anon.csv,439234,5,7,15.5,5
2_A_Mar23_anon.csv,100124,1,9,18,1.25
2_A_Mar23_anon.csv,708858,2,6.5,10,2.5
2_A_Mar23_anon.csv,571323,4,7,18,1.25
2_A_Mar23_anon.csv,789281,12,4,11,2.5
2_A_Mar23_anon.csv,313801,5,6.5,17,2.5
2_A_Mar23_anon.csv,294860,2,7,17.5,2.5
2_A_Mar23_anon.csv,184622,2,9,20,2.5
2_A_Mar23_anon.csv,464491,0,6,0,3.75
2_A_Mar23_anon.csv,494166,4,5.5,18,3.75
2_A_Mar23_anon.csv,496293,8,4,19,2.5
2_A_Mar23_anon.csv,388918,5,10,19,2.5
2_A_Mar23_anon.csv,882657,0,4,12,0
2_A_Mar23_anon.csv,846172,0,1,10.5,0
2_A_Mar23_anon.csv,447538,6,6,18,3.75
2_A_Mar23_anon.csv,925742,1,7,16.5,2.5
2_A_Mar23_anon.csv,850664,8,6,9,2.5
2_A_Mar23_anon.csv,935965,2,0,16.5,1.25
2_A_Mar23_anon.csv,819135,4,10,20,3.75
2_A_Mar23_anon.csv,808560,6,8,13.5,3.75
2_A_Mar23_anon.csv,411906,2,9,20,2.5
2_A_Mar23_anon.csv,193857,8,10,0,3.75
2_A_Mar23_anon.csv,976464,1,8,15,3.75
2_A_Mar23_anon.csv,972609,5,7,19,1.25
2_A_Mar23_anon.csv,859374,7,8,20,2.5
2_A_Mar23_anon.csv,411472,2,6.5,20,2.5
2_A_Mar23_anon.csv,543411,5,6,11,3.75
2_A_Mar23_anon.csv,939066,8,3.5,13,1.25
2_A_Mar23_anon.csv,319559,2,8,18,2.5
2_A_Mar23_anon.csv,914016,1,5,18.5,2.5
2_A_Mar23_anon.csv,120124,7,9.5,16,3.75
2_A_Mar23_anon.csv,487505,0,3.5,16,2.5
2_A_Mar23_anon.csv,199772,1,6,5.5,2.5
2_A_Mar23_anon.csv,329867,3,7,15.5,2.5
2_A_Mar23_anon.csv,282845,2,8,9,2.5
2_A_Mar23_anon.csv,522922,8,6.5,11,2.5
2_A_Mar23_anon.csv,493377,4,6,5,1.25
2_A_Mar23_anon.csv,649892,4,6,16.5,2.5
2_A_Mar23_anon.csv,242493,3,6.5,16.5,2.5
2_A_Mar23_anon.csv,216877,0,6,16.5,2.5
2_A_Mar23_anon.csv,861958,2,6,7,1.25
2_A_Mar23_anon.csv,257545,5,8,15.5,3.75
2_B_Mar23_anon.csv,980587,10,7,20,2.5
2_B_Mar23_anon.csv,237582,2,5.5,13,2.5
2_B_Mar23_anon.csv,479550,6,9,20,2.5
2_B_Mar23_anon.csv,568721,1,8.75,20,2.5
2_B_Mar23_anon.csv,841390,6,9.75,20,2.5
2_B_Mar23_anon.csv,423080,4,9,16,3.75
2_B_Mar23_anon.csv,825875,1,10,16,2.5
2_B_Mar23_anon.csv,348715,2,10,20,2.5
2_B_Mar23_anon.csv,706979,3,10,11,2.5
2_B_Mar23_anon.csv,324553,3,9,16,2.5
2_B_Mar23_anon.csv,218653,2,9,20,2.5
2_B_Mar23_anon.csv,520659,5,9,20,3.75
2_B_Mar23_anon.csv,458187,4,9,16,1.25
2_B_Mar23_anon.csv,681486,2,9,20,3.75
2_B_Mar23_anon.csv,980127,3,8.25,18,2.5
2_B_Mar23_anon.csv,781336,7,10,20,2.5
2_B_Mar23_anon.csv,338114,0,0,16,1.25
2_B_Mar23_anon.csv,607045,0,2,16,2.5
2_B_Mar23_anon.csv,993306,2,1,20,1.25
2_B_Mar23_anon.csv,566878,1,7,20,2.5
2_B_Mar23_anon.csv,364560,1,9,9,2.5
2_B_Mar23_anon.csv,268619,1,0.75,12,1.25
2_B_Mar23_anon.csv,175573,2,6.5,16,1.25
2_B_Mar23_anon.csv,822752,1,8,20,1.25
2_B_Mar23_anon.csv,886232,0,0,16,2.5
2_B_Mar23_anon.csv,796147,11,9,20,3.75
2_B_Mar23_anon.csv,574860,6,5.5,20,2.5
2_B_Mar23_anon.csv,965522,1,9,16,3.75
2_B_Mar23_anon.csv,583798,0,9,13,1.25
2_B_Mar23_anon.csv,327020,3,8.25,16,2.5
2_B_Mar23_anon.csv,128016,4,8,5,1.25
2_B_Mar23_anon.csv,761526,4,6.5,9,1.25
2_B_Mar23_anon.csv,142556,2,9,20,3.75
2_B_Mar23_anon.csv,187671,0,9,20,1.25
2_B_Mar23_anon.csv,863048,1,9,16,2.5
2_B_Mar23_anon.csv,143458,4,0,8,1.25
2_B_Mar23_anon.csv,427397,2,9,16,3.75
2_B_Mar23_anon.csv,917655,5,9,20,2.5
2_B_Mar23_anon.csv,162187,0,4,18,3.75
2_B_Mar23_anon.csv,937053,5,9,18,5
2_B_Mar23_anon.csv,208750,0,9,16,5
2_B_Mar23_anon.csv,282568,5,9,20,3.75
2_B_Mar23_anon.csv,351711,11,7,18,2.5
2_B_Mar23_anon.csv,460606,7,6,20,1.25
2_B_Mar23_anon.csv,309943,2,9,20,1.25
2_B_Mar23_anon.csv,676026,5,9,20,3.75
2_B_Mar23_anon.csv,693286,3,7.75,20,2.5
2_B_Mar23_anon.csv,297437,4,5.75,11,1.25
2_B_Mar23_anon.csv,478268,4,1,16,2.5
2_B_Mar23_anon.csv,139950,1,4.5,20,2.5
2_B_Mar23_anon.csv,134149,1,1,20,2.5
2_B_Mar23_anon.csv,375253,4,8.25,11,3.75
2_B_Mar23_anon.csv,907662,2,2,12.5,0
2_B_Mar23_anon.csv,548019,0,7,20,2.5
2_B_Mar23_anon.csv,891202,2,7.5,20,3.75
2_B_Mar23_anon.csv,808404,3,7,16,2.5
2_B_Mar23_anon.csv,863924,5,6,20,3.75
2_B_Mar23_anon.csv,223333,0,8,16,2.5
2_B_Mar23_anon.csv,202048,4,8,20,3.75
2_B_Mar23_anon.csv,822014,5,9,13,2.5
2_B_Mar23_anon.csv,370378,4,6.5,11,3.75
2_B_Mar23_anon.csv,806039,11,9,11,3.75
2_B_Mar23_anon.csv,849990,2,4,16,1.25
2_B_Mar23_anon.csv,739544,2,5,20,2.5
2_B_Mar23_anon.csv,451623,2,10,20,3.75
2_B_Mar23_anon.csv,100915,3,5.5,16,2.5
2_B_Mar23_anon.csv,484728,0,8,16,3.75
2_B_Mar23_anon.csv,298840,1,1.5,8,1.25
2_B_Mar23_anon.csv,760890,0,0,16,2.5
2_B_Mar23_anon.csv,781433,5,3,13,1.25
2_B_Mar23_anon.csv,745036,0,3.5,16,0
2_B_Mar23_anon.csv,270982,4,5.5,18,1.25
2_B_Mar23_anon.csv,850435,3,8,18,2.5
2_B_Mar23_anon.csv,306957,5,8.75,20,2.5
2_B_Mar23_anon.csv,862239,2,8,13,1.25
2_B_Mar23_anon.csv,646067,7,5.25,20,3.75
2_B_Mar23_anon.csv,669717,3,7,20,2.5
2_B_Mar23_anon.csv,311227,1,2,3,2.5
2_B_Mar23_anon.csv,499213,6,3,11,1.25
2_B_Mar23_anon.csv,335731,0,6,20,0
2_B_Mar23_anon.csv,780786,1,8.5,20,2.5
2_B_Mar23_anon.csv,326394,1,7,20,2.5
2_B_Mar23_anon.csv,955242,3,10,18,3.75
2_B_Mar23_anon.csv,277425,4,3,20,1.25
2_B_Mar23_anon.csv,868406,0,8,16,2.5
2_B_Mar23_anon.csv,710489,1,5,13,3.75
2_B_Mar23_anon.csv,637438,6,8.75,16,3.75
2_B_Mar23_anon.csv,515838,0,7,16,2.5
2_B_Mar23_anon.csv,450272,4,9,16,3.75
2_B_Mar23_anon.csv,337398,1,7.75,20,3.75
2_B_Mar23_anon.csv,471494,1,8.5,20,3.75
2_B_Mar23_anon.csv,502302,4,9,11,3.75
2_B_Mar23_anon.csv,147145,0,0,20,1.25
2_B_Mar23_anon.csv,504530,2,6.75,16,1.25
2_B_Mar23_anon.csv,116312,3,8,16,3.75
2_B_Mar23_anon.csv,116004,6,7.75,20,5
2_B_Mar23_anon.csv,682407,4,4,16,2.5
2_B_Mar23_anon.csv,274235,1,7,20,1.25
2_B_Mar23_anon.csv,156364,0,10,16,1.25
2_B_Mar23_anon.csv,292900,1,9,20,3.75
2_B_Mar23_anon.csv,868195,4,8.5,20,3.75
2_B_Mar23_anon.csv,752695,3,0,8.5,1.25
2_B_Mar23_anon.csv,100168,3,3,16,2.5
2_B_Mar23_anon.csv,785013,4,8.25,8,3.75
2_B_Mar23_anon.csv,776965,4,8.25,20,2.5
2_B_Mar23_anon.csv,919451,1,0.5,20,2.5
2_B_Mar23_anon.csv,354057,1,8.25,20,2.5
2_B_Mar23_anon.csv,978499,6,8,16,2.5
2_B_Mar23_anon.csv,533181,3,0,14,1.25
2_B_Mar23_anon.csv,132340,1,10,18,2.5
2_B_Mar23_anon.csv,951938,0,6,19,5
2_B_Mar23_anon.csv,789124,2,9,19,2.5
2_B_Mar23_anon.csv,465537,0,9,20,3.75
2_B_Mar23_anon.csv,221844,4,8,18,2.5
2_B_Mar23_anon.csv,852104,5,8,20,3.75
2_B_Mar23_anon.csv,700506,2,9.25,20,2.5
2_B_Mar23_anon.csv,370790,7,10,20,3.75
2_B_Mar23_anon.csv,936964,7,7.5,16,1.25
2_B_Mar23_anon.csv,618706,3,8.5,18,3.75
2_B_Mar23_anon.csv,122746,2,9.5,16,2.5
2_B_Mar23_anon.csv,117848,5,7.25,16,1.25
2_C_Mar23_anon.csv,590181,2,0.5,3,3.5
2_C_Mar23_anon.csv,158549,0,7,16,3.5
2_C_Mar23_anon.csv,453529,3,9,20,3.5
2_C_Mar23_anon.csv,958843,2,6.5,6,4.25
2_C_Mar23_anon.csv,402997,15,5,19,3.5
2_C_Mar23_anon.csv,361425,2,9,20,4.25
2_C_Mar23_anon.csv,832756,1,6,19,3.5
2_C_Mar23_anon.csv,920816,0,9,20,2.5
2_C_Mar23_anon.csv,282874,3,9.5,19,3.5
2_C_Mar23_anon.csv,883903,7,3.5,19,1.75
2_C_Mar23_anon.csv,209254,0,3,20,3.5
2_C_Mar23_anon.csv,151246,4,5.5,17,4.25
2_C_Mar23_anon.csv,582644,2,6,20,4.25
2_C_Mar23_anon.csv,893307,3,9,20,3.5
2_C_Mar23_anon.csv,690064,6,0,18,1.75
2_C_Mar23_anon.csv,617396,2,8.5,20,3.5
2_C_Mar23_anon.csv,244223,5,8.5,20,3.5
2_C_Mar23_anon.csv,316657,12,10,18,4.25
2_C_Mar23_anon.csv,607016,0,7,11,3.5
2_C_Mar23_anon.csv,340708,0,5,7,3.5
2_C_Mar23_anon.csv,535753,9,10,13,0
2_C_Mar23_anon.csv,352012,6,8,20,4.25
2_C_Mar23_anon.csv,165680,5,9,20,4.25
2_C_Mar23_anon.csv,550977,2,9,20,3.5
2_C_Mar23_anon.csv,873291,10,10,10,3.5
2_C_Mar23_anon.csv,224768,1,6.5,7,4.25
2_C_Mar23_anon.csv,941242,4,7.5,20,3.5
2_C_Mar23_anon.csv,124193,3,9,20,4.25
2_C_Mar23_anon.csv,769753,6,7.5,15,3.5
2_C_Mar23_anon.csv,509369,1,9,20,4.25
2_C_Mar23_anon.csv,191876,3,10,20,4.25
2_C_Mar23_anon.csv,518197,9,9,20,0
2_C_Mar23_anon.csv,766313,5,8,6,4.25
2_C_Mar23_anon.csv,193776,0,9,20,4.25
2_C_Mar23_anon.csv,254596,0,8.5,18,4.25
2_C_Mar23_anon.csv,265323,6,7.5,16,1.75
2_C_Mar23_anon.csv,805091,4,9,10,4.25
2_C_Mar23_anon.csv,670267,2,9,20,5
2_C_Mar23_anon.csv,938861,9,8.5,20,3.5
2_C_Mar23_anon.csv,335736,11,8.5,20,3.5
2_C_Mar23_anon.csv,878864,3,8,10,3.5
2_C_Mar23_anon.csv,587423,5,7,18.5,0
2_C_Mar23_anon.csv,736790,1,8,20,4.25
2_C_Mar23_anon.csv,664851,4,8,20,4.25
2_C_Mar23_anon.csv,909875,1,9,19,4.25
2_C_Mar23_anon.csv,930504,3,9,19,3.5
2_C_Mar23_anon.csv,507880,5,8,20,3.5
2_C_Mar23_anon.csv,514088,3,8,10,3.5
2_C_Mar23_anon.csv,229553,1,7.5,20,4.25
2_C_Mar23_anon.csv,841731,2,8,19,4.25
2_C_Mar23_anon.csv,437305,1,7.5,20,4.25
2_C_Mar23_anon.csv,331418,5,9,19,2.5
2_C_Mar23_anon.csv,488889,6,8,20,2.5
2_C_Mar23_anon.csv,970240,6,8,20,3.5
2_C_Mar23_anon.csv,936273,0,8,4,3.5
2_C_Mar23_anon.csv,992343,0,0,6,3.5
2_C_Mar23_anon.csv,861674,11,7.5,5,0
2_C_Mar23_anon.csv,323859,10,9,20,4.25
2_C_Mar23_anon.csv,880562,7,7,20,3.5
2_C_Mar23_anon.csv,657848,2,7.5,20,5
2_C_Mar23_anon.csv,862880,0,7.5,20,5
2_C_Mar23_anon.csv,483406,0,8,20,4.25
2_C_Mar23_anon.csv,394484,1,9,20,1.75
2_C_Mar23_anon.csv,601701,1,10,19,4.25
2_C_Mar23_anon.csv,267132,0,5,20,3.5
2_C_Mar23_anon.csv,115362,0,8.5,20,3.5
2_C_Mar23_anon.csv,422809,7,8,13,4.25
2_C_Mar23_anon.csv,376854,3,8,20,5
2_C_Mar23_anon.csv,743784,12,9,20,5
2_C_Mar23_anon.csv,158198,0,9,20,4.25
2_C_Mar23_anon.csv,815620,0,7.5,20,3.5
2_C_Mar23_anon.csv,946128,0,7,8,3.5
2_C_Mar23_anon.csv,205809,2,9,20,4.25
2_C_Mar23_anon.csv,738332,1,6.5,18,3.5
2_C_Mar23_anon.csv,613766,12,7.5,20,5
2_C_Mar23_anon.csv,425200,7,10,20,4.25
2_C_Mar23_anon.csv,644205,2,5.5,18,4.25
2_C_Mar23_anon.csv,947959,8,8,16,0
2_C_Mar23_anon.csv,505593,14,9,20,4.25
2_C_Mar23_anon.csv,912689,1,8,20,3.5
2_C_Mar23_anon.csv,298091,0,8,13,3.5
2_C_Mar23_anon.csv,356382,7,7.5,18,3.5
2_C_Mar23_anon.csv,967176,1,9,20,3
2_C_Mar23_anon.csv,946353,5,8,18,1.75
2_C_Mar23_anon.csv,843535,0,9,4,3.5
2_C_Mar23_anon.csv,721359,3,9,20,4.25
2_C_Mar23_anon.csv,497496,10,9,20,3.5
2_C_Mar23_anon.csv,560484,1,9,20,4.25
2_C_Mar23_anon.csv,627572,5,7.5,5,4.25
2_C_Mar23_anon.csv,903345,1,8,20,3.5
2_C_Mar23_anon.csv,449769,2,9,20,5
2_C_Mar23_anon.csv,570017,2,9,18,2.5
2_C_Mar23_anon.csv,362052,0,8.5,12,4.25
2_C_Mar23_anon.csv,758184,5,10,20,4.25
2_C_Mar23_anon.csv,805441,6,7.5,3,3.5
2_C_Mar23_anon.csv,205295,4,9,20,4.25
2_C_Mar23_anon.csv,889441,0,7,6,0
2_C_Mar23_anon.csv,678041,2,7.5,19,4.25
2_C_Mar23_anon.csv,802878,2,10,20,0
2_C_Mar23_anon.csv,882737,1,3,18,0
2_C_Mar23_anon.csv,177840,1,8,19,4.25
2_C_Mar23_anon.csv,469937,4,9,17,4.25
2_C_Mar23_anon.csv,646241,3,7,6,3.5
2_C_Mar23_anon.csv,124704,3,7.5,20,1.75
2_C_Mar23_anon.csv,429085,2,7.5,9,4.25
2_D_Mar23_anon.csv,624947,3,10,15,5
2_D_Mar23_anon.csv,919266,9,10,20,5
2_D_Mar23_anon.csv,557781,8,10,20,4.25
2_D_Mar23_anon.csv,695840,2,8,0,3.5
2_D_Mar23_anon.csv,243610,9,10,18,0
2_D_Mar23_anon.csv,970613,1,10,20,2.5
2_D_Mar23_anon.csv,634523,1,10,15,3.5
2_D_Mar23_anon.csv,742806,0,10,20,4.25
2_D_Mar23_anon.csv,600034,1,10,13,5
2_D_Mar23_anon.csv,975639,0,10,20,3.5
2_D_Mar23_anon.csv,109338,1,9.25,4,4.25
2_D_Mar23_anon.csv,737475,7,10,20,2.5
2_D_Mar23_anon.csv,448698,0,9,13,3.5
2_D_Mar23_anon.csv,186775,2,8,20,4.25
2_D_Mar23_anon.csv,426634,1,10,20,4.25
2_D_Mar23_anon.csv,749976,2,10,20,4.25
2_D_Mar23_anon.csv,840605,4,9,20,5
2_D_Mar23_anon.csv,820879,3,8,20,0
2_D_Mar23_anon.csv,819157,3,7.5,15,4.25
2_D_Mar23_anon.csv,980472,7,9,8,1.75
2_D_Mar23_anon.csv,741913,0,6,20,4.25
2_D_Mar23_anon.csv,843368,3,10,18,4.25
2_D_Mar23_anon.csv,357577,0,0,3,3.5
2_D_Mar23_anon.csv,806967,2,10,20,5
2_D_Mar23_anon.csv,564146,3,10,20,1.75
2_D_Mar23_anon.csv,704993,0,9,20,4.25
2_D_Mar23_anon.csv,357173,2,10,20,4.25
2_D_Mar23_anon.csv,378876,15,9,16,5
2_D_Mar23_anon.csv,480961,0,9,11,0
2_D_Mar23_anon.csv,398075,7,8.5,0,2.5
2_D_Mar23_anon.csv,231177,4,10,20,2.5
2_D_Mar23_anon.csv,776985,5,8.25,17,3.5
2_D_Mar23_anon.csv,126548,3,8,20,4.25
2_D_Mar23_anon.csv,273032,1,10,17,0
2_D_Mar23_anon.csv,720293,1,8.5,11,1.75
2_D_Mar23_anon.csv,570810,6,9,20,4.25
2_D_Mar23_anon.csv,562658,2,8.75,6,4.25
2_D_Mar23_anon.csv,293634,0,10,20,3.5
2_D_Mar23_anon.csv,992103,8,9.5,18,4.25
2_D_Mar23_anon.csv,603399,0,8,11,1.75
2_D_Mar23_anon.csv,857405,2,7,0,3.5
2_D_Mar23_anon.csv,324135,1,8,20,0.5
2_D_Mar23_anon.csv,676277,6,9.25,20,1.75
2_D_Mar23_anon.csv,392325,4,8,20,2.5
2_D_Mar23_anon.csv,289163,5,10,17,4.25
2_D_Mar23_anon.csv,207486,1,10,20,1.75
2_D_Mar23_anon.csv,635780,3,3,15,3.5
2_D_Mar23_anon.csv,530411,5,10,20,2.5
2_D_Mar23_anon.csv,210273,5,8,20,4.25
2_D_Mar23_anon.csv,578485,4,9.5,20,5
2_D_Mar23_anon.csv,711072,5,9.5,11,4.25
2_D_Mar23_anon.csv,611968,1,9,13.5,3.5
2_D_Mar23_anon.csv,187418,0,7.25,20,5
2_D_Mar23_anon.csv,987447,4,10,20,5
2_D_Mar23_anon.csv,585527,7,10,20,4.25
2_D_Mar23_anon.csv,467652,1,7.5,6,5
2_D_Mar23_anon.csv,259122,0,9.5,8,4.25
2_D_Mar23_anon.csv,839513,0,9,20,5
2_D_Mar23_anon.csv,796250,2,10,20,4.25
2_D_Mar23_anon.csv,878824,7,10,11,2.5
2_D_Mar23_anon.csv,444720,5,10,20,0
2_D_Mar23_anon.csv,555054,0,7,20,3.5
2_D_Mar23_anon.csv,341372,7,9,20,4.25
2_D_Mar23_anon.csv,864689,1,9.5,19,2.5
2_D_Mar23_anon.csv,441521,5,10,14,3.5
2_D_Mar23_anon.csv,980357,2,8,9.5,5
2_D_Mar23_anon.csv,166548,3,8,20,1.75
2_D_Mar23_anon.csv,377090,2,9,14,5
2_D_Mar23_anon.csv,342170,2,7,9,3.5
2_D_Mar23_anon.csv,879263,4,7.5,18,4.25
2_D_Mar23_anon.csv,907718,3,10,14,4.25
2_D_Mar23_anon.csv,179184,5,8.5,11,4.25
2_D_Mar23_anon.csv,197878,4,2,18,2.5
2_D_Mar23_anon.csv,172263,3,9.5,20,5
2_D_Mar23_anon.csv,353441,8,9.5,20,0
2_D_Mar23_anon.csv,348376,0,9,20,0.5
2_D_Mar23_anon.csv,113553,1,0,9,3.5
2_D_Mar23_anon.csv,700670,1,10,20,4.25
2_D_Mar23_anon.csv,562399,2,7.25,0,3.5
2_D_Mar23_anon.csv,802566,1,6,5.5,0
2_D_Mar23_anon.csv,495024,2,9,0,0
2_D_Mar23_anon.csv,331406,2,9,20,0.5
2_D_Mar23_anon.csv,783735,18,9.75,12,4.25
2_D_Mar23_anon.csv,884161,6,3.75,6,3.5
2_D_Mar23_anon.csv,556020,3,8,12,0.5
2_D_Mar23_anon.csv,785732,0,8,9,3.5
2_D_Mar23_anon.csv,660431,3,8.5,20,5
2_D_Mar23_anon.csv,316719,2,10,20,5
2_D_Mar23_anon.csv,999023,3,9.25,20,1.75
2_D_Mar23_anon.csv,714184,5,10,11,5
2_D_Mar23_anon.csv,589905,5,10,20,4.25
2_D_Mar23_anon.csv,820889,3,10,11.5,4.25
2_D_Mar23_anon.csv,877146,2,8.25,15,4.25
2_D_Mar23_anon.csv,643893,8,8,20,3.5
2_D_Mar23_anon.csv,766084,1,10,17,3.5
2_D_Mar23_anon.csv,482126,7,9,20,3.5
2_D_Mar23_anon.csv,214276,6,9.25,9,0
2_D_Mar23_anon.csv,127794,1,8.5,6,4.25
2_D_Mar23_anon.csv,354907,4,10,14,5
2_D_Mar23_anon.csv,352138,4,10,13.5,4.25
2_D_Mar23_anon.csv,711460,0,7,20,1.75
2_D_Mar23_anon.csv,957384,1,9.25,17,4.25
2_D_Mar23_anon.csv,575085,1,10,0,1
2_D_Mar23_anon.csv,920586,1,4,0,4.25